Time,v1,v2,vRL
2.96e-05,3.4212036,-1.5271797,0.042809356
2.97e-05,3.4234774,-1.5234115,0.043143164
2.98e-05,3.4257698,-1.5196656,0.043516777
2.99e-05,3.4280832,-1.5159439,0.04392731
3e-05,3.430419,-1.5122482,0.044371836
3.01e-05,3.432779,-1.5085802,0.044847406
3.02e-05,3.4351654,-1.5049416,0.045351066
3.03e-05,3.4375787,-1.5013336,0.045879852
3.04e-05,3.4400208,-1.4977576,0.046430826
3.05e-05,3.4424925,-1.4942145,0.047001056
3.06e-05,3.444995,-1.4907054,0.04758765
3.07e-05,3.4475286,-1.4872308,0.048187766
3.08e-05,3.4500942,-1.4837915,0.04879859
3.09e-05,3.4526925,-1.4803878,0.0494174
3.1e-05,3.455324,-1.4770203,0.050041497
3.11e-05,3.457988,-1.4736888,0.050668303
3.12e-05,3.4606855,-1.4703938,0.0512953
3.13e-05,3.463416,-1.4671348,0.05192005
3.14e-05,3.4661798,-1.4639118,0.052540224
3.15e-05,3.468976,-1.4607244,0.053153593
3.16e-05,3.4718044,-1.4575721,0.053758014
3.17e-05,3.4746644,-1.4544544,0.054351483
3.18e-05,3.4775555,-1.4513706,0.05493207
3.19e-05,3.480477,-1.4483202,0.055497993
3.2e-05,3.4834282,-1.4453019,0.05604758
3.21e-05,3.4864078,-1.442315,0.056579262
3.22e-05,3.4894152,-1.4393586,0.057091616
3.23e-05,3.4924488,-1.4364314,0.057583325
3.24e-05,3.4955082,-1.4335324,0.05805319
3.25e-05,3.4985917,-1.4306602,0.058500163
3.26e-05,3.5016983,-1.4278138,0.058923285
3.27e-05,3.5048265,-1.4249917,0.05932174
3.28e-05,3.507975,-1.4221927,0.05969483
3.29e-05,3.511143,-1.4194152,0.06004196
3.3e-05,3.5143282,-1.416658,0.060362678
3.31e-05,3.51753,-1.4139197,0.060656626
3.32e-05,3.5207465,-1.4111986,0.060923547
3.33e-05,3.5239763,-1.4084935,0.061163306
3.34e-05,3.5272183,-1.4058028,0.06137588
3.35e-05,3.5304706,-1.4031252,0.06156133
3.36e-05,3.5337322,-1.400459,0.061719842
3.37e-05,3.5370014,-1.3978031,0.06185169
3.38e-05,3.5402768,-1.3951559,0.061957255
3.39e-05,3.543557,-1.392516,0.062037
3.4e-05,3.546841,-1.3898821,0.06209149
3.41e-05,3.550127,-1.3872529,0.06212125
3.42e-05,3.553414,-1.384627,0.062126927
3.43e-05,3.5567007,-1.3820032,0.062109306
3.44e-05,3.5599859,-1.3793803,0.062069196
3.45e-05,3.5632684,-1.3767573,0.062007453
3.46e-05,3.5665472,-1.3741328,0.061924923
3.47e-05,3.569821,-1.3715057,0.061822582
3.48e-05,3.5730886,-1.3688753,0.061701417
3.49e-05,3.5763497,-1.3662404,0.061562445
3.5e-05,3.579603,-1.3636001,0.061406698
3.51e-05,3.5828474,-1.3609537,0.06123525
3.52e-05,3.5860825,-1.3583002,0.06104919
3.53e-05,3.5893073,-1.3556391,0.060849622
3.54e-05,3.5925214,-1.3529694,0.060637683
3.55e-05,3.5957239,-1.3502908,0.06041449
3.56e-05,3.5989141,-1.3476025,0.060181163
3.57e-05,3.602092,-1.3449042,0.059938844
3.58e-05,3.6052568,-1.3421954,0.059688658
3.59e-05,3.6084082,-1.3394755,0.059431713
3.6e-05,3.6115458,-1.3367445,0.05916911
3.61e-05,3.6146693,-1.334002,0.058901932
3.62e-05,3.6177785,-1.3312478,0.058631234
3.63e-05,3.6208737,-1.3284818,0.058358055
3.64e-05,3.623954,-1.3257039,0.058083396
3.65e-05,3.62702,-1.322914,0.057808243
3.66e-05,3.6300714,-1.3201121,0.057533532
3.67e-05,3.6331081,-1.3172983,0.057260156
3.68e-05,3.6361306,-1.3144727,0.056989007
3.69e-05,3.6391387,-1.3116354,0.056720912
3.7e-05,3.6421328,-1.3087867,0.056456655
3.71e-05,3.645113,-1.3059268,0.056196973
3.72e-05,3.6480796,-1.303056,0.055942602
3.73e-05,3.651033,-1.3001745,0.05569419
3.74e-05,3.6539733,-1.2972827,0.055452343
3.75e-05,3.6569011,-1.2943809,0.055217642
3.76e-05,3.6598165,-1.2914697,0.054990616
3.77e-05,3.6627202,-1.2885494,0.054771736
3.78e-05,3.6656127,-1.2856203,0.05456142
3.79e-05,3.6684942,-1.2826833,0.054360077
3.8e-05,3.6713653,-1.2797383,0.054168027
3.81e-05,3.6742263,-1.2767863,0.05398556
3.82e-05,3.6770782,-1.2738277,0.05381291
3.83e-05,3.6799212,-1.2708628,0.0536503
3.84e-05,3.6827557,-1.2678924,0.05349787
3.85e-05,3.6855824,-1.264917,0.053355724
3.86e-05,3.688402,-1.261937,0.053223938
3.87e-05,3.6912148,-1.2589532,0.05310255
3.88e-05,3.6940215,-1.255966,0.052991536
3.89e-05,3.6968224,-1.2529758,0.052890845
3.9e-05,3.6996186,-1.2499834,0.052800406
3.91e-05,3.70241,-1.2469894,0.05272009
3.92e-05,3.7051976,-1.243994,0.05264974
3.93e-05,3.7079816,-1.240998,0.052589174
3.94e-05,3.7107627,-1.2380018,0.052538186
3.95e-05,3.7135413,-1.235006,0.052496523
3.96e-05,3.7163181,-1.232011,0.052463915
