Time,x1,x2,z
0.1095,3.8662217,2.48232,2.205574
0.11,4.008813,2.4450107,1.841888
0.1105,4.1072235,2.347153,1.4772077
0.111,4.1615863,2.1885633,1.1270388
0.1115,4.1760283,1.973635,0.8061978
0.112,4.157766,1.7105895,0.5272134
0.1125,4.11565,1.410189,0.29932582
0.113,4.05858,1.0843211,0.12820165
0.1135,3.9941652,0.74481785,0.016234819
0.114,3.9278495,0.40268844,-0.03683605
0.1145,3.862541,0.06776295,-0.033262603
0.115,3.798672,-0.25137642,0.023248063
0.1155,3.734584,-0.5473382,0.1278741
0.116,3.66712,-0.8138747,0.27485546
0.1165,3.5923324,-1.0459224,0.45759043
0.117,3.5062203,-1.2397398,0.6687496
0.1175,3.4054048,-1.3930959,0.90048283
0.118,3.2876563,-1.5054289,1.1447494
0.1185,3.152207,-1.5778943,1.3937451
0.119,2.9998133,-1.613248,1.6403589
0.1195,2.8325865,-1.6155636,1.8785739
0.12,2.6536486,-1.5898259,2.1037362
0.1205,2.4667063,-1.5414718,2.3126578
0.121,2.2756279,-1.475957,2.5035582
0.1215,2.084087,-1.3984051,2.6758785
0.122,1.8953125,-1.3133662,2.8300273
0.1225,1.7119466,-1.2246898,2.967103
0.123,1.5359961,-1.1354923,3.0886374
0.1235,1.3688539,-1.0481915,3.1963804
0.124,1.2113637,-0.96458554,3.2921364
0.1245,1.063904,-0.8859496,3.3776486
0.125,0.92647886,-0.8131374,3.454527
0.1255,0.7988013,-0.7466757,3.5242102
0.126,0.68036747,-0.6868475,3.5879498
0.1265,0.5705166,-0.63376176,3.6468108
0.127,0.46847844,-0.5874103,3.7016828
0.1275,0.37340933,-0.547713,3.7532947
0.128,0.28441736,-0.514553,3.802233
0.1285,0.20057961,-0.48780444,3.8489578
0.129,0.12095244,-0.46735352,3.8938196
0.1295,0.044576354,-0.45311552,3.9370708
0.13,-0.029523473,-0.44504818,3.9788775
0.1305,-0.102340095,-0.44316283,4.019325
0.131,-0.17489038,-0.44753367,4.0584216
0.1315,-0.24822268,-0.45830593,4.0961
0.132,-0.323426,-0.47570336,4.132211
